participant_id,condition,freq,intensity,t_transition_ms,from_level,to_level,delta_multiplier,direction,next_transition_ms,n_pre,n_imm,n_rec,pre_mean_dev,pre_sd_dev,imm_mean_dev,delta_dev,rec_mean_dev,peak_dev_0_10s,t_recover_dev_ms,residual_dev_5_10s,residual_dev_10_15s,recover_success
10_CYW,HI_HF,HF,HI,30000,LOW,HIGH,3.0,up,40000.0,330,208,208,4.040887293939393,1.5629595380520585,12.653648317307692,8.612761023368298,9.67866475413753,31.521891,,9.67866475413753,,0
10_CYW,HI_HF,HF,HI,40000,HIGH,LOW,3.0,down,70000.0,333,209,209,11.757945708708709,4.514314517484816,3.5499152296650722,-8.208030479043636,-7.629734383349858,6.349779,0.0,-7.629734383349858,-8.707191042042043,1
10_CYW,HI_HF,HF,HI,70000,LOW,HIGH,3.0,up,80000.0,330,208,206,7.803506472727272,1.8751890392434154,11.42970635576923,3.6261998830419584,8.758070517563993,28.00326,,8.758070517563993,,0
10_CYW,HI_HF,HF,HI,80000,HIGH,LOW,3.0,down,110000.0,330,206,208,13.976187475757577,6.018788613419721,7.011532208737866,-6.964655267019711,-10.521315672872962,22.414347,379.0,-10.521315672872962,-8.443751038864374,1
10_CYW,HI_HF,HF,HI,110000,LOW,HIGH,3.0,up,120000.0,332,206,207,5.285173003012048,1.6617255852622204,9.886383621359224,4.601210618347176,9.073222190224666,25.552745,,9.073222190224666,,0
10_CYW,HI_HF,HF,HI,120000,HIGH,LOW,3.0,down,150000.0,332,207,208,13.147145424698797,5.964103573892598,3.5522648695652177,-9.59488055513358,-9.762520131429566,6.268904,0.0,-9.762520131429566,-8.052499419844429,1
10_CYW,HI_HF,HF,HI,150000,LOW,HIGH,3.0,up,160000.0,334,208,206,3.245339158682635,1.3012600661900877,10.714560716346153,7.469221557663518,6.455430690831928,22.11411,,6.455430690831928,,0
10_CYW,HI_HF,HF,HI,160000,HIGH,LOW,3.0,down,190000.0,332,208,207,10.787417846385543,4.568228808518328,4.654721923076924,-6.132695923308619,-6.663920822230954,13.155582,0.0,-6.663920822230954,-7.720844226873348,1
10_CYW,HI_HF,HF,HI,190000,LOW,HIGH,3.0,up,200000.0,333,208,209,4.754702387387387,2.1333473063746498,12.739794971153847,7.98509258376646,10.619298248976246,37.462994,,10.619298248976246,,0
10_CYW,HI_HF,HF,HI,200000,HIGH,LOW,3.0,down,230000.0,335,209,208,13.226518934328357,9.31035220481768,5.982623229665072,-7.243895704663285,-1.9778046747129743,18.978822,0.0,-1.9778046747129743,-8.97987891976525,1
10_CYW,HI_HF,HF,HI,230000,LOW,HIGH,3.0,up,,321,208,207,8.776852380062305,5.492812744742612,11.549481615384614,2.7726292353223094,2.4663627696961488,20.029836,1645.0,2.4663627696961488,-2.1886234334603625,1
11_QSQ,HI_HF,HF,HI,30000,LOW,HIGH,3.0,up,40000.0,334,204,208,2.358019736526946,1.223198590795334,7.8583814117647055,5.500361675237759,15.581592407703825,40.402273,,15.581592407703825,,0
11_QSQ,HI_HF,HF,HI,40000,HIGH,LOW,3.0,down,70000.0,328,212,206,13.925870832317075,10.025114336836033,5.004136051886793,-8.921734780430283,-10.866411385715134,15.115605,0.0,-10.866411385715134,-11.573718608507551,1
11_QSQ,HI_HF,HF,HI,70000,LOW,HIGH,3.0,up,80000.0,334,207,213,5.081638625748504,2.200213576297917,13.46148447826087,8.379845852512366,6.767509346082484,28.15273,,6.767509346082484,,0
11_QSQ,HI_HF,HF,HI,80000,HIGH,LOW,3.0,down,110000.0,335,201,207,12.609953134328359,5.529956610665602,3.062026019900497,-9.547927114427862,-7.419526839642368,11.092114,0.0,-7.419526839642368,-5.222518407055632,1
11_QSQ,HI_HF,HF,HI,110000,LOW,HIGH,3.0,up,120000.0,333,208,207,1.7255613843843844,0.7844417391002056,9.655760004807693,7.930198620423308,13.939326296775034,35.090044,,13.939326296775034,,0
11_QSQ,HI_HF,HF,HI,120000,HIGH,LOW,3.0,down,150000.0,332,209,210,12.094137695783134,6.400321023477719,3.9732686746411483,-8.120869021141985,-7.317249591021229,12.267314,0.0,-7.317249591021229,-7.57209547627094,1
11_QSQ,HI_HF,HF,HI,150000,LOW,HIGH,3.0,up,160000.0,335,210,208,2.8562112656716416,1.6416028488067071,8.812658457142858,5.9564471914712165,11.006745585289899,25.720053,,11.006745585289899,,0
11_QSQ,HI_HF,HF,HI,160000,HIGH,LOW,3.0,down,190000.0,335,208,210,10.433501337313434,6.319312257632947,3.8035836009615385,-6.629917736351896,-7.750137370646767,8.474573,0.0,-7.750137370646767,-5.365836057120197,1
11_QSQ,HI_HF,HF,HI,190000,LOW,HIGH,3.0,up,200000.0,337,209,204,6.236473991097922,2.800496168685004,14.739741019138755,8.503267028040833,7.739483665764823,31.989376,,7.739483665764823,,0
11_QSQ,HI_HF,HF,HI,200000,HIGH,LOW,3.0,down,230000.0,331,215,204,14.351359990936555,7.793569650062457,5.469357167441861,-8.882002823494695,-8.784038314465965,9.749215,0.0,-8.784038314465965,-11.762141756486795,1
11_QSQ,HI_HF,HF,HI,230000,LOW,HIGH,3.0,up,,327,212,207,2.2675285871559634,1.0752778645572183,14.104626245283022,11.837097658127059,10.496944113327128,30.516658,,10.496944113327128,5.1979561911459236,0
11_QSQ,HI_MF,MF,HI,45000,LOW,HIGH,3.0,up,60000.0,333,205,207,2.144832840840841,1.1556282871137844,14.963145751219512,12.81831291037867,12.097465048048045,37.595691,,12.097465048048045,8.002703068682965,0
11_QSQ,HI_MF,MF,HI,60000,HIGH,LOW,3.0,down,105000.0,333,197,206,13.039323444444445,9.706457053146071,5.723387203045685,-7.31593624139876,-9.88652119201726,9.763878,0.0,-9.88652119201726,-8.839344800542005,1
11_QSQ,HI_MF,MF,HI,105000,LOW,HIGH,3.0,up,120000.0,327,207,208,5.116816553516819,2.053724547727361,12.186444893719806,7.0696283402029865,6.6705055282139485,32.421695,,6.6705055282139485,7.068414327080197,0
11_QSQ,HI_MF,MF,HI,120000,HIGH,LOW,3.0,down,165000.0,329,210,194,11.332529647416413,6.00001816637125,10.088130971428573,-1.2443986759878403,-7.755628425766928,19.012753,1206.0,-7.755628425766928,-6.318729656940222,1
11_QSQ,HI_MF,MF,HI,165000,LOW,HIGH,3.0,up,180000.0,330,207,210,4.378222833333334,2.7115184415528284,10.804603178743962,6.426380345410628,3.9059313952380936,24.338839,,3.9059313952380936,6.588256897435896,0
