participant_id,condition,freq,intensity,t_transition_ms,from_level,to_level,delta_multiplier,direction,next_transition_ms,n_pre,n_imm,n_rec,pre_mean_dev,pre_sd_dev,imm_mean_dev,delta_dev,rec_mean_dev,peak_dev_0_10s,t_recover_dev_ms,residual_dev_5_10s,residual_dev_10_15s,recover_success,tail_t_start_ms,tail_n_samples,tail_mean_dev,tail_rmse_dev,tail_std_dev,tail_hit_ratio,tail_time_to_stable_ms,steady_n_samples,steady_mean_dev,steady_rmse_dev,steady_std_dev,steady_hit_ratio,steady_slope_dev,cumulative_delta_dev,mean_recover_success_ratio
6_HRB,LI_HF,HF,LI,240000,MID,TAIL,1.5,down,,329,203,199,5.207008458966565,2.58852326695151,2.107665561576354,-3.099342897390211,-2.877407795649982,5.534258,0.0,-2.877407795649982,-2.878205282198888,1,240000,1814,2.3637766477398015,2.813480729583496,1.525855096441883,1.0,278.0,1723,2.3598239593731862,2.818678079434186,1.5414853214516993,1.0,0.01641415332673671,-0.4897680882001403,0.6363636363636364
6_HRB,LI_MF,MF,LI,240000,MID,TAIL,1.5,down,,318,199,200,4.442704034591195,2.627271276074224,4.3391010402010055,-0.10360299439018927,-1.6096656345911944,12.741882,1085.0,-1.6096656345911944,-2.5453411693062207,1,240000,1779,2.750964363687465,3.35256314322479,1.9162136360622493,1.0,1391.0,1645,2.5681705610942247,2.934480413704526,1.419744789581726,1.0,0.014326024200514665,-0.2282031199113678,0.5714285714285714
6_HRB,LI_LF,LF,LI,240000,MID,TAIL,1.5,down,,327,198,198,4.577751899082569,2.2211762744912202,2.8364617828282825,-1.7412901162542869,-1.335812550597721,7.760767,0.0,-1.335812550597721,-1.4760062970417538,1,240000,1790,2.541267269273743,2.8843415413492295,1.364326498046132,1.0,2524.0,1612,2.4866992009925557,2.8356837988096455,1.362875522787935,1.0,-0.010733747671067696,0.6918356541914993,0.3333333333333333
7_XJ,BASE,BASE,NONE,240000,LOW,TAIL,0.0,down,,336,212,192,8.015975779761906,3.2011423074077894,2.484666396226415,-5.531309383535491,-5.015844389136905,6.557038,0.0,-5.015844389136905,-1.164817636904763,1,240000,1886,4.6737221654294805,5.4669720101040316,2.8362129820650077,1.0,0.0,1800,4.803128609444444,5.576832547101408,2.8339048712943518,1.0,0.019759645801277856,,
7_XJ,LI_LF,LF,LI,240000,MID,TAIL,1.5,down,,341,213,212,9.248672542521994,3.6493552062809833,4.465975394366197,-4.782697148155798,-5.056376834974825,8.798909,0.0,-5.056376834974825,-2.7284488965889784,1,240000,1908,4.906213617400419,5.507865926217217,2.5031290421429206,1.0,0.0,1821,4.910277685886876,5.516954849771796,2.5151468867447835,1.0,0.04228437917316797,1.867400149680311,0.3333333333333333
7_XJ,LI_MF,MF,LI,240000,MID,TAIL,1.5,down,,343,205,217,13.803485425655976,6.819940578568468,3.036007946341463,-10.767477479314513,-8.375146089250446,8.561005,0.0,-8.375146089250446,-7.507127629447446,1,240000,1909,5.43000244787847,6.541118629099277,3.6470956028027857,1.0,0.0,1828,5.5345284978118165,6.649365699387393,3.685520114054253,1.0,0.0562707443881446,0.5499498546992939,0.7142857142857143
7_XJ,LI_HF,HF,LI,240000,MID,TAIL,1.5,down,,342,214,215,11.996994274853803,4.190937549215918,10.260487761682246,-1.7365065131715571,-3.4806486888072907,16.949959,424.0,-3.4806486888072907,-3.2166830116959098,1,240000,1896,7.802279627637131,8.4479311776406,3.23913164201622,1.0,1300.0,1753,7.601929911009697,8.230175603033148,3.153799626618363,1.0,-0.08166025072255255,0.4197469581238611,0.7272727272727273
7_XJ,HI_LF,LF,HI,240000,HIGH,TAIL,3.0,down,,345,217,214,17.207442171014492,6.923157200738107,7.896606414746544,-9.310835756267949,-10.107462128958415,15.392732,0.0,-10.107462128958415,-11.326857072883652,1,240000,1927,5.273946436429683,6.008548646682356,2.8789140010113217,1.0,6452.0,1562,4.608499418693983,5.199584479485412,2.4077815239765443,1.0,0.0027619162419130205,7.045843877736336,0.3333333333333333
7_XJ,HI_MF,MF,HI,240000,HIGH,TAIL,3.0,down,,335,209,211,19.494886507462684,5.860216808771097,11.290125349282297,-8.204761158180387,-14.9967767302115,20.012335,0.0,-14.9967767302115,-12.565800848808838,1,240000,1867,6.042145113551152,7.202748138568601,3.920722277137643,1.0,3107.0,1654,5.385933525997582,6.023880488763615,2.6979355434187484,1.0,-0.06138262280567866,3.847490969204152,0.42857142857142855
7_XJ,HI_HF,HF,HI,240000,HIGH,TAIL,3.0,down,,342,210,212,17.66086333625731,8.275965622136843,13.764858042857144,-3.896005293400167,-7.155413996634669,35.306683,1105.0,-7.155413996634669,-12.217677374904653,1,240000,1886,6.626656332449629,8.55500875013783,5.410693168766834,1.0,9815.0,1387,5.050320881759192,5.760218465662912,2.7702663704833594,1.0,0.04076020504591233,3.1413994930370035,0.45454545454545453
8_SFM,BASE,BASE,NONE,240000,LOW,TAIL,0.0,down,,331,200,210,4.777594280966767,3.082342518641089,3.082155025,-1.6954392559667668,4.067191366652279,16.806404,0.0,4.067191366652279,0.12189543331894637,1,240000,1845,5.292173304065041,6.199376427767205,3.2288031548697695,1.0,0.0,1764,5.42592878628118,6.312969800189156,3.226900138570384,1.0,0.015252036284458436,,
8_SFM,LI_LF,LF,LI,240000,MID,TAIL,1.5,down,,321,202,198,10.217483866043615,2.8400322139298595,6.645839326732674,-3.571644539310941,-0.4209721791749299,15.856276,0.0,-0.4209721791749299,3.6845885705046086,1,240000,1798,10.306613240823136,11.307433503098213,4.650997304995684,1.0,0.0,1718,10.438482046565774,11.45138635232243,4.708751634316725,1.0,0.09316691461494797,-3.4481857370478366,1.0
8_SFM,LI_MF,MF,LI,240000,MID,TAIL,1.5,down,,330,204,204,13.717933703030306,5.446921431317319,3.8451502598039213,-9.872783443226385,-7.253901560873443,10.448109,0.0,-7.253901560873443,-9.052060783432315,1,240000,1844,6.7640863275488075,7.466352392582766,3.1612583259983182,1.0,0.0,1763,6.893356700510493,7.5795443969364324,3.15136901435829,1.0,0.07834334981458496,-0.014849625295314719,1.0
8_SFM,LI_HF,HF,LI,240000,MID,TAIL,1.5,down,,315,111,192,14.018927961904762,5.328307302955498,5.423182450450451,-8.59574551145431,-1.0245688994047608,21.143246,0.0,-1.0245688994047608,-6.840278275337598,1,240000,1739,8.975402893617021,9.86210283355017,4.086956715793487,1.0,216.0,1654,9.10629818319226,9.956840273998019,4.026661351628449,1.0,-0.021434032098072826,-0.5746183059916992,0.8181818181818182
8_SFM,HI_LF,LF,HI,240000,HIGH,TAIL,3.0,down,,327,202,203,8.869107299694189,4.336309901315352,6.69306210891089,-2.1760451907832987,-4.233378610039017,10.115495,0.0,-4.233378610039017,-2.616558470548461,1,240000,1845,5.22032612899729,5.855100721421632,2.651490065020098,1.0,4275.0,1595,5.075740308463949,5.742337377179484,2.685386168577407,1.0,-0.062145716994722516,-3.6826149811753326,1.0
8_SFM,HI_MF,MF,HI,240000,HIGH,TAIL,3.0,down,,315,201,203,10.70244718095238,6.790673028848085,6.239265333333333,-4.463181847619047,-3.1657079986863685,20.939304,469.0,-3.1657079986863685,-4.758757807215004,1,240000,1809,6.361483634051962,7.815178425564206,4.539662960737643,1.0,936.0,1691,6.190740096392667,7.544415976504772,4.311954253636808,1.0,0.04850722129585633,-2.1107091793670465,0.8571428571428571
8_SFM,HI_HF,HF,HI,240000,HIGH,TAIL,3.0,down,,328,212,209,6.982972993902439,2.579844587966589,3.4735391084905656,-3.509433885411873,-3.8860942427062666,7.756824,0.0,-3.8860942427062666,-4.836936847560976,1,240000,1887,3.3043917832538416,3.7472295963274886,1.7671232527351246,1.0,2981.0,1676,3.2819870966587112,3.727868138590684,1.7679257778779334,1.0,-0.0010247264940115776,-0.5868422877330078,0.8181818181818182
