participant_id,condition,n_events,peak_mean,peak_p95,delta_mean,delta_med,trec_med,trec_mean,recover_success_rate,resid_11_14s_mean,freq,intensity
2_CYL,HI_LF,3,27.127207666666663,33.3753969,-0.3358146929809971,4.480668421156019,0.0,0.0,0.3333333333333333,2.614358229258834,LF,HI
2_CYL,HI_MF,7,27.965065000000003,39.3791196,1.7433538900744812,8.677095851426934,0.0,0.0,0.42857142857142855,1.8089167829064248,MF,HI
2_CYL,LI_HF,11,19.800518818181818,44.0325055,-1.9836105698424136,-1.7319050413432435,0.0,694.125,0.7272727272727273,0.8139907777614198,HF,LI
2_CYL,LI_LF,3,26.842335666666667,29.0088756,3.440673252374458,0.9332415588952648,0.0,0.0,0.3333333333333333,2.8887741328309104,LF,LI
2_CYL,LI_MF,7,17.20267357142857,25.990639899999998,0.1906453443575605,2.636203756222985,0.0,0.0,0.42857142857142855,0.439985709862537,MF,LI
3_ZXY,HI_HF,11,30.688237454545455,60.348976500000006,2.625954359121133,10.840131902167862,0.0,0.0,0.45454545454545453,-10.972978416304029,HF,HI
3_ZXY,HI_LF,3,38.916001666666666,44.545201,11.301622874138848,19.26200188154949,208.0,208.0,0.3333333333333333,6.890071969140107,LF,HI
3_ZXY,HI_MF,7,24.567919285714286,32.5007265,3.1269503904641076,8.245862963337892,0.0,197.0,0.42857142857142855,0.7395837002592037,MF,HI
3_ZXY,LI_HF,11,16.042666363636364,21.705741,-0.031078078097088936,1.193399566987428,418.0,1267.142857142857,0.6363636363636364,0.7615560109801879,HF,LI
3_ZXY,LI_LF,3,21.023714333333334,26.5935105,3.48465654893158,6.179006255955873,257.0,257.0,0.3333333333333333,5.801885030502341,LF,LI
3_ZXY,LI_MF,7,17.571409428571428,31.758595899999985,0.9962928197473009,1.5842839547417338,0.0,0.0,0.42857142857142855,1.552676288773109,MF,LI
4_QHL,HI_HF,11,29.46792454545454,48.7769275,0.003221587025603318,0.2841449728065868,0.0,2748.1,0.9090909090909091,-2.566426709837406,HF,HI
4_QHL,HI_LF,3,42.439718666666664,51.7192303,8.649770004895897,10.893984002414294,1141.0,1141.0,0.3333333333333333,8.232544610852186,LF,HI
4_QHL,HI_MF,7,28.286716857142856,51.17519669999998,2.6447286641853727,3.17944827999605,0.0,287.0,0.42857142857142855,2.8373140755565016,MF,HI
4_QHL,LI_HF,11,17.779243454545455,30.330214499999997,-6.08875845923259,-4.896589281130421,0.0,0.0,1.0,2.001900827861078,HF,LI
