participant_id,condition,n_events,peak_mean,peak_p95,imm_mean,rec_mean,delta_mean,delta_med,trec_med,trec_mean,recover_success_rate,resid_5_10s_mean,freq,intensity
15_ZYJ,HI_LF,3,62.014100000000006,74.85536780000001,26.757060711580134,13.62426646736173,12.376404503757016,24.38055948598865,0.0,0.0,0.3333333333333333,13.62426646736173,LF,HI
15_ZYJ,HI_MF,7,48.43394657142857,67.6457835,19.428155173613334,3.7389871932003578,1.2269027995175645,14.75012668765227,0.0,0.0,0.42857142857142855,3.7389871932003578,MF,HI
15_ZYJ,LI_HF,11,49.19590272727273,61.841634,24.83243388833911,-1.551325950926396,0.17124602485455956,3.8623752467103536,730.0,1627.875,0.7272727272727273,-1.551325950926396,HF,LI
15_ZYJ,LI_LF,3,41.366201999999994,65.4505356,15.292054851664874,9.033494101758832,2.107909867698558,8.41987998797633,0.0,0.0,0.3333333333333333,9.033494101758832,LF,LI
15_ZYJ,LI_MF,7,42.255300999999996,53.38837039999999,19.807664459573168,3.1142598677546283,7.104853993228844,12.558890492138852,1252.0,1233.0,0.42857142857142855,3.1142598677546283,MF,LI
1_LMR,HI_HF,11,21.435123727272728,37.1818435,8.841079161054434,1.1791847643047033,1.09990518832254,4.627014897983783,0.0,0.0,0.45454545454545453,1.1791847643047033,HF,HI
1_LMR,HI_LF,3,24.302882333333333,36.887869699999996,9.476341218001748,2.1323645542884324,1.425813543636597,7.192620397388118,0.0,0.0,0.3333333333333333,2.1323645542884324,LF,HI
1_LMR,HI_MF,7,20.80030357142857,32.8147064,8.33411539449092,0.5691366818853193,-0.2135768592845875,4.833596204215967,0.0,1937.75,0.5714285714285714,0.5691366818853193,MF,HI
1_LMR,LI_HF,11,18.579644545454546,34.990225499999994,6.52476345400403,2.2684415027067257,1.4540617228048511,0.2124273377119485,0.0,1051.0,0.45454545454545453,2.2684415027067257,HF,LI
1_LMR,LI_LF,3,15.014870333333334,17.6650729,6.1530358290697675,1.9818455080816133,2.164298486689545,2.6918438088624344,2285.0,2285.0,0.6666666666666666,1.9818455080816133,LF,LI
1_LMR,LI_MF,7,18.641906714285714,27.511107999999993,6.78195000727346,0.8565160543356869,1.574070441388507,1.5478741530512314,226.0,799.75,0.5714285714285714,0.8565160543356869,MF,LI
2_CYL,HI_HF,11,28.330748818181817,47.1068055,10.103639562602147,2.099567875163801,0.28877499941593676,9.219968781340306,0.0,0.0,0.45454545454545453,2.099567875163801,HF,HI
2_CYL,HI_LF,3,27.127207666666663,33.3753969,8.939834095305514,4.144045810113317,-0.3358146929809971,4.480668421156019,0.0,0.0,0.3333333333333333,4.144045810113317,LF,HI
2_CYL,HI_MF,7,27.965065000000003,39.3791196,12.261995101678906,0.7564238903042515,1.7433538900744812,8.677095851426934,0.0,0.0,0.42857142857142855,0.7564238903042515,MF,HI
2_CYL,LI_HF,11,19.800518818181818,44.0325055,6.295535151612953,0.8530213682043808,-1.9836105698424136,-1.7319050413432435,0.0,694.125,0.7272727272727273,0.8530213682043808,HF,LI
2_CYL,LI_LF,3,26.842335666666667,29.0088756,8.755920894202106,4.8513334077757575,3.440673252374458,0.9332415588952648,0.0,0.0,0.3333333333333333,4.8513334077757575,LF,LI
2_CYL,LI_MF,7,17.20267357142857,25.990639899999998,5.963306055154988,2.5981183743190046,0.1906453443575605,2.636203756222985,0.0,0.0,0.42857142857142855,2.5981183743190046,MF,LI
3_ZXY,HI_HF,11,30.688237454545455,60.348976500000006,13.068073042168077,0.1574855263337077,2.625954359121133,10.840131902167862,0.0,0.0,0.45454545454545453,0.1574855263337077,HF,HI
